land_area_ha,families_affected,current_stage_index,days_in_current_stage,days_since_last_action,days_since_update,award_overdue,pending_approvals,pending_notifications,noc_pending_count,budget_released,has_legal_dispute,num_legal_cases,ownership_conflicts,compensation_pct,compensation_pending_months,rr_completion_pct,documentation_pct,stakeholder_response_pct,possession_pct,land_cost_cr,amount_paid_cr,project_value_cr,district_historical_delay_rate,prev_delayed_district,officer_responsiveness,funding_readiness,notice_delivery_pct,mutation_completion_pct,is_delayed,project_type_code,state_code
1066.99,3707,0,533,625,163,0,2,2,7,0,1,4,6,65.3,13,30.7,15.9,25.2,20.5,41747.04,27260.82,487064.43,0.46,16,3.6,29.1,26.7,0.0,1,8,2
227.03,465,2,117,5,23,0,7,3,3,1,0,0,0,59.8,33,68.9,90.0,95.6,46.1,11029.24,6595.49,69156.53,0.44,6,5.9,55.1,76.8,0.0,0,7,7
1691.88,3183,4,112,38,43,0,2,3,3,1,1,9,1,90.7,0,53.3,65.2,90.5,73.4,9990.24,9061.15,130190.2,0.53,13,6.4,88.9,84.4,31.3,1,9,10
462.79,443,3,381,252,157,0,11,1,8,1,0,0,7,51.0,8,33.1,51.9,26.8,38.2,10823.45,5519.96,55770.29,0.79,15,1.7,41.9,39.9,0.0,1,14,13
1858.8,1092,2,483,296,203,1,7,5,2,1,0,0,4,40.9,10,51.9,61.4,20.4,0.2,34245.31,14006.33,216006.94,0.68,6,3.8,55.9,38.9,0.0,1,12,14
305.33,733,3,1099,162,185,0,11,4,8,0,0,0,1,75.7,31,74.0,55.5,19.9,28.0,3058.23,2315.08,25130.07,0.7,5,5.1,13.7,32.7,0.0,1,3,13
1112.78,1805,5,81,1,40,0,6,0,2,0,0,0,1,55.8,36,67.2,92.5,70.2,97.1,36693.62,20475.04,545241.98,0.64,32,5.8,85.1,69.3,35.2,0,14,14
1451.96,2419,4,122,75,10,0,4,0,1,1,0,0,1,99.7,0,60.4,90.1,61.6,92.2,39637.58,39518.67,786207.0,0.43,11,6.4,76.8,78.2,80.7,0,0,7
219.47,481,3,520,230,162,0,9,2,6,0,1,5,7,31.7,23,25.1,38.1,33.0,10.7,10853.79,3440.65,26538.86,0.44,2,2.5,57.8,39.0,0.0,1,13,0
1437.07,2769,3,155,5,50,0,7,4,7,1,1,7,2,73.8,29,93.0,95.1,69.1,28.7,16568.91,12227.86,172844.31,0.56,18,4.0,58.8,97.9,0.0,0,10,14
816.7,3172,3,136,346,378,0,5,3,1,1,1,4,2,23.9,16,3.1,22.2,37.8,33.4,38891.8,9295.14,342295.51,0.78,16,2.8,55.9,39.9,0.0,1,8,4
277.4,472,5,97,36,23,0,8,2,0,0,0,0,0,89.3,0,91.7,66.9,74.2,98.1,8813.46,7870.42,138935.71,0.68,3,4.9,70.8,72.4,39.3,1,2,4
961.94,3375,1,243,185,242,0,4,2,1,1,0,0,7,42.7,2,40.7,17.1,42.5,36.1,4910.69,2096.86,95459.39,0.7,28,2.3,56.1,67.6,0.0,1,8,14
996.64,3380,2,705,461,195,1,12,5,1,0,1,3,4,44.0,27,10.4,55.9,31.3,9.4,38003.84,16721.69,446706.09,0.58,20,1.2,13.9,22.1,0.0,1,3,8
1505.53,1186,3,940,335,322,0,3,1,8,0,1,6,4,14.0,18,31.8,46.0,39.6,12.8,55879.57,7823.14,896226.77,0.52,15,2.6,32.4,33.8,0.0,1,0,10
1087.99,4119,0,962,719,68,0,8,5,2,0,1,6,2,97.6,0,48.5,26.9,35.0,34.6,18616.45,18169.66,364897.66,0.63,8,3.6,23.4,53.2,0.0,1,2,13
867.41,2283,2,348,622,274,1,10,2,3,0,1,3,0,47.0,23,4.4,21.5,15.4,38.8,19753.69,9284.23,40841.06,0.53,24,2.9,39.3,45.3,0.0,1,13,8
1685.42,5000,2,89,89,38,0,9,3,5,1,1,10,0,98.7,0,94.2,76.0,90.7,53.7,39865.79,39347.53,250677.25,0.38,11,4.3,58.6,97.0,0.0,1,13,11
871.32,2843,5,102,21,41,0,7,3,2,1,0,0,1,64.9,20,51.9,94.8,92.3,95.2,32899.15,21351.55,569990.04,0.36,13,6.2,56.9,66.3,89.5,0,3,5
1728.97,5000,1,920,354,148,0,8,2,3,0,0,0,4,10.6,5,25.1,32.7,20.3,5.0,23261.74,2465.74,110916.98,0.59,18,3.3,12.7,58.0,0.0,1,4,4
1888.72,1695,2,143,81,19,0,0,0,4,0,0,0,1,65.5,5,55.5,98.2,63.1,67.8,21272.03,13933.18,168884.27,0.71,15,5.5,62.4,83.0,0.0,0,6,13
965.19,2092,1,914,536,58,0,4,3,1,0,0,0,3,61.8,2,47.4,23.3,44.6,28.8,7326.61,4527.84,88870.44,0.41,20,3.7,31.6,62.1,0.0,1,3,11
1412.8,2279,2,638,513,193,1,2,4,4,1,1,15,1,58.8,16,47.5,46.0,36.9,24.9,22090.49,12989.21,136111.84,0.39,16,2.0,52.7,57.0,0.0,1,11,2
672.08,802,3,22,80,1,0,5,1,1,0,0,0,1,94.6,0,54.8,97.0,57.8,45.4,3711.77,3511.33,19363.71,0.46,16,6.2,83.5,81.5,0.0,0,0,0
101.15,138,4,172,75,25,0,7,0,0,1,1,1,1,85.4,0,61.9,71.0,74.4,63.7,813.19,694.46,11106.02,0.49,11,7.0,68.7,63.1,84.8,1,13,7
155.36,127,5,38,8,14,0,4,2,3,1,0,0,1,95.2,0,61.0,88.4,85.1,92.9,2492.89,2373.23,27250.27,0.52,15,6.0,62.8,80.6,86.0,1,4,6
1344.35,4777,0,682,380,258,0,8,1,6,0,0,0,2,71.6,21,47.9,58.7,10.0,24.3,44560.84,31905.56,490951.15,0.45,20,3.7,33.0,23.9,0.0,1,11,12
93.04,344,1,168,668,272,0,3,5,7,0,1,2,0,54.0,10,29.1,40.7,32.5,26.3,1823.65,984.77,11626.34,0.7,21,3.4,45.4,56.7,0.0,1,7,13
1184.47,1977,2,84,0,46,0,7,1,5,1,0,0,0,69.0,12,71.4,55.5,97.2,31.6,12950.44,8935.8,123800.37,0.52,19,4.8,87.0,61.2,0.0,1,7,14
210.96,293,3,1010,599,372,0,8,4,6,0,0,0,3,34.7,6,15.6,39.0,35.4,30.5,9432.9,3273.22,33128.53,0.54,17,1.8,40.4,38.3,0.0,0,12,8
422.97,1591,5,133,90,10,0,3,3,0,1,1,6,2,91.7,0,60.8,69.9,88.5,83.9,2293.08,2102.75,25022.83,0.49,5,6.8,92.8,64.3,71.3,1,14,12
677.35,395,5,70,51,14,0,3,3,3,1,1,10,0,75.4,3,79.9,81.4,75.3,56.8,12996.03,9799.01,117628.37,0.45,10,5.1,89.8,62.4,31.9,1,1,10
1947.45,2868,2,143,45,10,0,7,1,3,1,0,0,2,70.6,18,64.8,72.4,73.2,29.4,33443.12,23610.84,339185.12,0.35,10,4.9,60.7,61.5,0.0,0,4,2
722.05,2027,3,914,131,278,0,2,3,2,1,0,0,4,16.1,34,51.1,23.3,48.8,34.0,8135.15,1309.76,34880.39,0.63,14,3.7,41.7,21.7,0.0,1,13,14
1621.58,5000,3,128,9,2,0,8,2,2,0,1,1,0,58.0,17,81.6,61.7,74.5,38.0,4146.12,2404.75,78670.12,0.67,8,5.9,86.3,75.2,0.0,1,11,6
17.77,14,3,87,48,5,0,2,2,3,1,0,0,0,93.7,0,74.1,88.5,90.7,53.6,597.42,559.78,3468.34,0.29,2,6.8,67.6,67.9,0.0,1,12,2
1396.33,1829,4,22,73,12,0,6,0,3,1,1,14,2,83.4,0,58.6,75.3,72.6,72.7,21151.12,17640.03,353551.71,0.43,7,4.4,59.7,92.4,53.0,1,1,9
541.24,374,3,681,294,260,0,11,1,7,0,1,4,7,25.9,34,27.0,45.2,20.3,38.5,2167.67,561.43,36855.16,0.38,5,2.4,27.5,67.0,0.0,1,4,12
58.39,138,4,143,56,32,0,2,3,5,1,1,7,0,58.3,15,63.8,72.5,60.9,93.8,1123.38,654.93,15098.67,0.49,18,5.1,66.4,62.8,30.8,1,7,3
975.14,3749,0,316,600,42,0,2,4,2,1,0,0,5,44.4,20,35.7,55.4,46.7,17.7,28181.4,12512.54,441321.11,0.77,5,1.8,18.5,24.6,0.0,1,13,13
468.56,1325,1,569,87,226,0,3,4,1,0,0,0,6,69.1,22,22.4,23.1,35.5,35.1,17794.97,12296.32,135243.56,0.64,26,2.9,41.3,69.0,0.0,1,2,6
1988.93,2501,5,94,67,5,0,3,2,1,1,1,7,2,95.7,0,56.4,77.3,84.8,91.8,16100.34,15408.03,171064.88,0.56,22,5.1,66.7,63.1,90.2,0,6,0
863.69,1536,4,16,17,34,0,3,4,4,1,1,14,0,91.2,0,67.8,60.6,93.4,96.7,16292.84,14859.07,109708.21,0.43,7,5.6,86.2,77.9,36.6,0,3,3
478.49,1346,3,164,41,42,0,2,2,5,1,0,0,0,86.2,0,99.1,72.9,86.1,23.3,804.22,693.24,14983.02,0.58,4,5.1,58.6,98.3,0.0,0,12,6
922.05,2274,1,1177,203,237,0,10,5,7,1,0,0,8,14.9,6,51.3,15.1,40.3,33.3,28963.83,4315.61,456322.73,0.76,38,3.9,33.9,29.8,0.0,1,11,1
493.8,1961,1,132,199,352,0,10,5,2,0,0,0,5,53.5,5,36.4,21.3,13.2,21.1,24300.12,13000.56,408121.8,0.3,8,2.3,41.4,55.9,0.0,1,4,2
1015.95,1634,3,178,73,58,0,3,0,2,0,0,0,1,92.4,0,66.1,55.7,58.4,28.4,45753.42,42276.16,214369.85,0.56,16,6.1,59.6,75.2,0.0,1,6,12
629.48,2313,2,39,64,31,0,10,4,4,0,1,5,2,76.0,16,88.1,88.6,68.6,33.2,13591.25,10329.35,33129.31,0.48,2,4.6,76.6,93.6,0.0,1,10,9
1561.1,3679,0,934,232,33,0,5,4,7,0,1,15,5,44.6,10,0.9,51.5,53.0,15.8,2518.25,1123.14,11643.32,0.44,10,2.5,18.8,36.0,0.0,1,0,12
395.15,1346,0,221,147,211,0,9,3,4,1,0,0,5,55.8,5,33.9,47.2,16.6,39.5,19037.21,10622.76,194348.84,0.52,19,2.4,29.6,52.6,0.0,1,8,8
1593.98,3826,5,67,65,10,0,4,1,1,1,0,0,0,87.2,0,70.5,61.6,98.0,90.0,3899.05,3399.97,40903.6,0.72,27,5.4,83.7,69.2,57.7,0,6,4
901.13,521,5,93,80,23,0,6,1,4,0,0,0,1,91.5,0,44.2,85.7,53.8,86.6,15047.31,13768.29,120021.93,0.59,3,4.7,94.8,61.3,37.5,0,13,10
30.67,60,2,494,715,316,1,6,2,6,1,1,4,5,12.3,34,13.9,50.3,18.6,32.3,887.24,109.13,17435.15,0.6,8,2.9,11.5,50.3,0.0,1,0,10
1353.74,720,3,98,654,238,0,8,3,5,0,1,6,1,95.5,0,43.9,55.8,14.5,11.6,49887.82,47642.87,595747.51,0.54,24,3.2,25.0,49.0,0.0,1,4,14
1637.14,4567,1,362,310,150,0,7,2,1,1,1,10,6,15.9,13,7.3,56.8,41.9,13.0,68684.47,10920.83,376110.51,0.41,13,2.5,27.5,33.6,0.0,1,7,5
400.96,711,1,913,616,213,0,9,4,2,0,1,15,5,56.6,21,19.2,49.3,47.6,39.3,5685.55,3218.02,71502.04,0.67,4,2.0,50.1,46.7,0.0,1,11,8
1654.5,1587,4,100,5,50,0,5,1,3,1,0,0,1,97.9,0,59.7,86.1,61.2,66.1,41442.42,40572.13,535883.82,0.65,7,6.0,75.2,83.7,65.6,1,8,8
212.64,848,3,56,84,12,0,1,2,1,0,0,0,1,98.4,0,74.2,96.0,47.1,32.1,7572.39,7451.23,96260.44,0.6,3,7.4,67.3,77.3,0.0,1,8,14
1976.84,4419,4,110,81,53,0,9,1,4,1,1,2,2,62.3,31,74.6,93.7,77.7,60.6,67211.71,41872.9,1039565.47,0.5,24,4.8,61.5,74.6,71.8,0,7,5
1938.46,4140,2,1037,343,117,1,11,3,5,1,1,15,0,48.7,31,14.2,44.4,37.7,34.8,30686.77,14944.46,122309.73,0.77,25,2.0,47.2,26.8,0.0,1,8,4
1380.29,839,5,165,6,26,0,12,5,7,1,1,6,2,82.6,0,70.9,96.4,73.4,68.2,59112.39,48826.83,597502.74,0.5,24,5.0,85.0,91.9,34.7,1,12,7
1992.18,5000,2,174,84,32,0,3,2,3,1,0,0,1,73.3,25,45.6,96.5,80.0,50.5,22485.03,16481.53,281279.36,0.31,5,6.8,69.5,60.5,0.0,1,6,2
1457.45,1872,3,409,351,343,0,7,1,1,0,0,0,6,28.9,11,27.5,30.7,40.2,7.5,70605.66,20405.04,453430.07,0.6,5,2.6,26.5,21.7,0.0,1,8,6
86.7,77,2,151,20,20,0,6,0,5,1,1,5,1,96.9,0,87.6,80.4,89.0,55.8,4148.54,4019.94,19309.58,0.54,2,6.5,56.3,89.4,0.0,1,10,0
732.53,1125,3,114,6,50,0,5,2,2,0,0,0,0,83.6,0,96.2,71.7,62.8,45.7,18486.32,15454.56,199119.74,0.48,23,6.2,64.7,85.8,0.0,0,14,3
63.32,71,1,217,248,359,0,2,2,6,1,1,10,6,53.3,10,56.9,36.2,51.8,38.0,2152.15,1147.1,19815.7,0.49,21,2.9,56.9,43.1,0.0,1,5,0
509.44,1345,3,160,87,0,0,3,1,0,1,0,0,0,95.6,0,62.9,87.8,75.3,64.4,4227.74,4041.72,78456.57,0.78,34,5.0,93.3,69.0,0.0,1,11,1
470.18,997,1,217,620,115,0,9,2,3,0,1,13,0,28.9,36,19.4,51.8,34.1,6.4,15601.31,4508.78,264453.22,0.75,4,3.2,31.1,48.8,0.0,1,10,13
984.68,537,4,128,22,0,0,4,2,4,0,0,0,0,82.3,0,93.2,97.8,69.2,73.3,12707.41,10458.2,138596.22,0.7,14,4.6,91.5,88.0,47.7,1,0,14
1215.29,4663,2,122,32,46,0,1,3,2,0,1,7,2,53.1,9,70.8,99.5,94.1,31.8,30246.42,16060.85,411911.72,0.79,5,4.9,87.3,81.7,0.0,1,9,13
1677.04,4571,4,79,30,35,0,2,2,3,0,0,0,0,94.9,0,92.8,89.2,99.8,89.6,7873.15,7471.62,101333.3,0.5,20,7.8,55.9,77.6,97.2,1,11,11
83.62,178,5,125,56,59,0,8,2,5,1,0,0,1,91.4,0,43.5,65.2,68.4,95.6,1748.33,1597.97,24571.79,0.47,4,5.6,92.3,97.0,62.0,0,1,0
301.45,852,3,640,433,160,0,11,4,6,1,1,13,3,52.2,12,2.0,15.6,40.4,25.6,13105.16,6840.89,125818.67,0.52,17,3.6,51.6,28.3,0.0,1,1,0
811.9,727,3,957,295,376,0,9,5,7,1,1,5,0,66.5,24,5.6,59.9,18.4,29.7,31409.65,20887.42,451076.71,0.47,18,1.7,55.0,58.4,0.0,1,2,12
97.62,172,5,53,64,27,0,3,2,0,1,0,0,2,75.5,18,56.4,82.6,73.4,83.7,2195.31,1657.46,14883.32,0.39,17,6.4,64.4,70.3,90.6,0,12,12
1038.57,3429,1,246,287,170,0,7,5,7,0,0,0,4,34.6,28,53.8,45.5,40.1,4.7,34758.26,12026.36,102247.53,0.75,36,1.6,44.7,62.6,0.0,1,7,1
1865.19,989,1,221,684,32,0,10,1,5,1,1,14,2,59.4,34,52.2,61.4,51.5,18.8,64000.09,38016.05,829396.63,0.56,18,3.0,24.7,49.2,0.0,0,4,10
165.81,332,3,1121,516,292,0,4,4,8,1,0,0,8,12.8,18,20.6,22.2,47.4,23.6,4529.44,579.77,46646.14,0.67,15,2.0,22.9,42.6,0.0,1,3,4
1982.29,5000,3,74,89,18,0,5,0,1,1,0,0,0,84.6,0,97.8,74.6,83.2,51.0,3661.61,3097.72,17419.9,0.68,25,4.8,76.5,69.7,0.0,0,3,1
276.53,266,0,737,590,57,0,11,3,2,1,0,0,0,98.3,0,88.7,56.3,28.8,15.2,1935.8,1902.89,8420.06,0.5,12,3.9,20.7,42.0,0.0,1,8,3
572.12,1200,1,1089,617,291,0,2,4,1,1,1,14,1,58.0,7,7.8,18.8,34.5,36.2,12072.72,7002.18,93456.12,0.58,15,3.3,26.6,40.1,0.0,1,14,0
1362.92,1521,4,54,49,2,0,5,2,1,1,0,0,2,76.2,35,62.9,81.3,95.1,99.7,57398.81,43737.89,1137797.81,0.37,2,6.5,65.9,86.8,93.6,0,14,2
423.17,447,5,148,17,9,0,7,3,2,1,0,0,1,76.1,19,47.6,74.9,93.0,59.3,3228.47,2456.87,33349.55,0.45,2,6.8,55.3,99.8,79.3,0,11,3
535.59,1454,0,204,571,142,0,4,4,4,0,0,0,5,38.8,22,53.4,23.7,52.9,13.6,9717.97,3770.57,121593.21,0.66,8,3.4,47.3,53.5,0.0,1,6,1
1578.38,1019,3,169,520,245,0,5,5,2,0,1,6,1,64.5,27,31.3,51.3,41.5,16.6,76658.39,49444.66,894899.81,0.57,15,3.3,41.9,63.2,0.0,1,0,12
1344.05,4895,2,811,676,190,1,6,5,8,1,1,12,3,22.4,12,37.4,18.5,41.0,1.2,44531.27,9975.0,428316.5,0.55,26,2.5,39.1,49.6,0.0,1,2,14
416.63,332,1,548,444,374,0,9,1,7,0,1,14,3,44.6,2,41.6,27.1,52.5,22.0,1308.38,583.54,23602.74,0.71,6,1.9,10.8,25.8,0.0,1,12,13
1313.59,2914,5,97,45,40,0,7,2,4,1,0,0,1,96.3,0,61.9,74.4,79.2,78.5,64136.03,61763.0,157615.89,0.45,20,5.6,72.4,82.5,85.3,1,10,12
1884.41,5000,5,176,9,45,0,8,1,0,1,0,0,1,57.2,4,96.5,95.2,87.6,80.5,67147.94,38408.62,246135.12,0.54,15,7.3,68.3,66.0,92.2,0,12,3
56.31,172,4,12,36,5,0,1,1,1,1,1,1,0,91.1,0,61.7,93.6,54.5,79.1,2811.79,2561.54,27716.22,0.36,2,5.4,62.9,88.7,83.5,1,4,11
1416.27,2107,0,323,668,65,0,3,5,5,0,0,0,4,15.3,16,54.3,31.2,28.3,29.6,51875.3,7936.92,321524.24,0.61,30,2.9,20.1,50.0,0.0,1,12,10
584.26,554,0,423,372,214,0,6,5,1,1,1,13,2,47.2,14,30.2,64.7,11.8,22.2,18938.13,8938.8,280384.4,0.6,28,2.4,17.9,25.9,0.0,1,4,8
788.15,1943,0,113,555,275,0,6,1,4,1,1,8,2,24.0,28,52.9,46.3,32.0,27.6,35580.79,8539.39,130238.18,0.62,22,3.1,24.5,36.1,0.0,1,6,13
1905.61,2710,3,823,415,130,0,9,4,8,1,1,8,0,62.8,34,68.5,72.6,48.2,6.1,8050.17,5055.51,70775.79,0.53,6,4.5,43.1,68.0,0.0,1,6,12
1953.22,5000,2,914,668,266,1,2,3,7,1,0,0,6,61.6,14,3.6,34.9,30.8,15.9,59431.61,36609.87,1040251.84,0.37,7,1.7,13.0,44.7,0.0,1,8,9
1313.65,3228,3,169,36,33,0,7,2,1,1,1,5,0,92.2,0,87.9,73.3,93.9,34.6,22443.92,20693.29,340693.13,0.55,19,5.2,93.3,73.0,0.0,0,13,12
427.09,1363,1,1091,615,254,0,8,4,4,0,0,0,0,67.8,20,31.2,23.3,43.8,5.8,5298.38,3592.3,12217.49,0.63,12,2.5,28.2,35.6,0.0,1,11,4
984.73,796,4,11,65,45,0,4,2,0,1,1,8,1,67.3,11,74.5,76.6,47.1,87.5,13621.83,9167.49,223214.87,0.47,7,5.6,69.0,68.6,54.7,1,5,0
156.88,361,5,138,22,5,0,5,2,3,1,0,0,0,89.1,0,60.5,86.9,59.8,75.3,2062.45,1837.64,35654.16,0.78,14,6.3,99.5,92.3,67.9,0,6,1
823.49,1633,5,160,66,51,0,2,1,2,1,0,0,0,54.6,27,78.6,61.2,72.3,84.3,28557.02,15592.13,392070.61,0.65,21,6.2,64.3,91.9,45.1,0,1,6
391.39,235,4,14,88,2,0,3,3,4,0,0,0,1,84.1,0,94.4,56.5,51.2,81.4,11083.25,9321.01,59835.69,0.47,16,5.9,55.7,76.8,82.7,1,7,5
573.74,1790,2,435,546,361,1,8,2,1,1,1,3,1,68.9,31,50.6,49.9,25.9,4.5,27745.35,19116.55,426300.27,0.7,35,3.3,59.6,30.2,0.0,1,1,6
1633.15,4884,5,13,11,4,0,0,0,0,1,0,0,1,63.9,33,76.4,87.3,82.8,56.3,58383.62,37307.13,415087.52,0.53,17,5.3,88.2,69.6,85.7,0,14,0
351.59,1044,3,133,81,7,0,8,1,4,0,0,0,0,65.7,23,86.4,90.4,93.8,68.6,12583.62,8267.44,219836.03,0.41,16,6.7,84.7,61.9,0.0,0,11,2
686.59,1689,2,134,9,45,0,8,2,0,1,0,0,0,91.8,0,91.9,98.2,97.8,27.0,14499.29,13310.35,48850.99,0.49,10,5.2,84.2,98.7,0.0,0,11,11
1536.06,5000,5,84,63,21,0,2,1,5,1,0,0,2,75.8,35,91.5,89.4,98.4,74.8,1127.82,854.89,11771.75,0.49,5,5.8,65.9,73.4,36.2,0,10,12
968.73,3778,4,127,73,0,0,3,1,2,0,0,0,1,70.6,2,48.9,74.4,95.1,70.1,40058.03,28280.97,461985.96,0.54,27,5.7,63.5,99.7,78.9,0,10,9
1057.82,2424,1,649,587,380,0,2,5,3,1,0,0,6,55.1,15,9.9,39.9,47.8,26.9,36740.67,20244.11,398663.54,0.66,21,3.0,18.8,40.5,0.0,1,9,13
857.01,1613,2,59,0,14,0,11,3,3,0,1,10,2,58.0,7,66.8,81.4,72.4,65.3,3016.68,1749.67,29787.72,0.38,16,5.8,57.6,65.0,0.0,1,4,9
486.84,1285,1,646,210,42,0,10,3,8,1,1,8,4,56.5,3,43.9,26.4,13.9,14.7,3259.22,1841.46,48059.23,0.54,24,3.0,13.1,59.9,0.0,1,4,6
871.78,1098,3,57,86,3,0,3,3,4,1,1,6,2,70.0,34,53.9,61.3,88.3,32.5,1961.14,1372.8,32512.63,0.51,24,5.7,55.3,87.7,0.0,0,10,3
386.22,1391,5,150,46,23,0,1,1,0,1,1,11,2,94.4,0,70.9,79.0,65.2,63.5,4382.23,4136.83,16733.54,0.47,23,6.3,88.9,87.5,37.4,0,2,3
608.39,2075,1,1012,271,314,0,2,3,7,0,1,11,2,77.0,15,27.8,48.4,29.6,20.9,11225.8,8643.87,63708.75,0.75,9,2.9,20.7,60.1,0.0,1,1,13
1357.05,1059,4,12,16,29,0,12,1,7,1,1,2,2,75.5,27,97.8,90.9,87.9,93.8,50148.2,37861.89,573301.54,0.45,3,4.7,65.0,71.9,57.1,1,9,5
1449.7,1176,3,694,307,314,0,11,4,7,0,1,6,0,65.5,31,22.9,22.6,24.6,9.1,44047.7,28851.24,575772.2,0.48,11,2.3,38.1,36.0,0.0,1,12,11
438.31,301,3,1034,419,336,0,12,2,3,0,1,11,2,54.2,30,56.4,34.0,26.9,6.8,16051.28,8699.79,114469.04,0.4,8,3.4,59.0,41.3,0.0,1,9,11
1441.39,4389,2,833,540,336,1,11,2,5,1,1,14,2,34.8,20,55.4,37.4,44.6,3.7,71478.71,24874.59,1165765.55,0.76,33,2.6,19.9,24.8,0.0,1,5,13
703.39,1560,2,93,70,28,0,3,3,4,0,1,7,2,91.8,0,55.3,77.2,56.7,21.8,11902.68,10926.66,117376.81,0.48,4,6.2,79.4,95.8,0.0,1,7,11
1631.5,2841,5,664,583,334,0,5,1,3,1,1,6,2,60.7,3,63.7,88.6,48.2,63.3,18767.83,11392.07,299187.6,0.42,8,4.6,26.5,69.8,42.1,1,2,3
423.11,1496,5,120,35,2,0,6,4,2,1,1,7,0,95.2,0,75.2,57.6,71.2,82.9,18670.31,17774.14,180514.38,0.39,4,5.5,99.3,69.5,67.3,0,9,7
1278.75,4680,5,10,84,50,0,8,3,1,0,0,0,1,56.1,34,76.1,64.7,65.5,75.8,20619.65,11567.62,41359.45,0.75,11,6.2,93.5,67.7,63.7,0,0,4
189.82,343,4,19,51,36,0,1,1,2,1,0,0,2,90.4,0,75.9,82.3,87.4,56.0,986.49,891.79,16408.9,0.61,11,7.5,73.5,77.5,80.1,0,13,10
1702.13,5000,1,540,145,165,0,11,4,3,0,0,0,8,64.4,24,1.0,60.9,41.6,3.0,17256.72,11113.33,213582.54,0.61,7,1.6,12.1,22.6,0.0,1,10,4
313.23,648,3,848,120,359,0,2,2,7,1,1,2,1,51.4,12,54.3,54.4,43.3,12.7,10603.41,5450.15,53275.03,0.64,20,2.1,13.2,24.1,0.0,1,1,1
395.36,449,4,179,14,56,0,2,1,3,1,0,0,2,88.4,0,74.8,96.2,48.3,77.7,13652.74,12069.02,199603.74,0.6,6,7.0,81.2,75.5,64.3,0,12,0
1510.3,5000,0,1198,476,318,0,6,3,8,1,1,2,6,57.2,7,56.5,59.5,44.6,36.3,19942.59,11407.16,328653.13,0.39,7,3.4,26.3,34.0,0.0,1,13,2
1656.25,4841,4,30,18,11,0,9,3,1,0,1,7,2,77.9,35,94.9,70.7,81.0,64.5,30267.62,23578.48,567167.64,0.52,17,5.7,69.2,67.6,79.5,1,7,5
195.97,741,0,365,387,398,0,8,5,7,1,0,0,8,68.8,26,7.4,64.5,40.3,5.2,7922.79,5450.88,152368.47,0.34,9,2.7,37.0,41.8,0.0,1,6,5
829.06,2301,5,43,46,52,0,2,0,5,1,0,0,0,92.0,0,84.8,92.0,61.2,96.9,13640.79,12549.53,94439.22,0.47,12,6.8,88.4,93.2,60.0,0,14,2
727.12,2524,4,105,65,8,0,3,0,0,1,1,11,1,95.4,0,93.8,69.9,87.2,66.5,34940.77,33333.49,462132.67,0.34,4,5.5,87.7,88.4,60.3,1,10,2
1818.0,4985,3,87,61,39,0,3,3,1,0,0,0,2,96.3,0,69.1,65.0,83.2,25.8,11236.12,10820.38,210678.17,0.31,3,6.7,97.3,94.6,0.0,0,13,2
305.45,484,2,351,349,106,1,9,4,5,0,1,8,8,56.3,28,48.6,49.0,26.3,20.1,14521.81,8175.78,66607.32,0.45,16,2.9,25.7,34.8,0.0,1,12,11
1515.67,3694,4,122,0,19,0,7,1,3,1,0,0,1,66.8,15,73.2,78.7,73.1,69.0,29182.33,19493.8,81614.05,0.65,25,6.2,69.4,87.9,62.5,0,14,1
1434.98,2676,4,66,32,55,0,6,1,2,0,1,6,2,56.8,9,45.7,84.5,71.4,50.8,28255.68,16049.23,197578.78,0.54,7,5.2,81.9,97.3,52.9,1,11,8
1368.63,2420,0,511,85,212,0,2,1,5,1,1,5,2,96.6,0,49.9,36.6,37.7,9.1,21111.98,20394.17,270100.47,0.69,34,3.7,50.7,55.8,0.0,1,13,1
235.63,590,2,51,27,28,0,0,1,1,0,0,0,0,72.8,15,70.9,77.1,60.9,72.3,3867.61,2815.62,46494.32,0.81,26,4.6,64.3,64.7,0.0,0,0,1
922.36,2795,3,375,520,138,0,2,1,3,0,1,1,0,70.1,27,51.6,64.1,25.9,4.8,44613.78,31274.26,721582.66,0.5,6,3.4,52.9,45.2,0.0,1,4,3
1581.94,4105,5,178,51,58,0,2,0,0,1,1,5,2,89.0,0,78.6,99.9,68.7,94.4,43317.45,38552.53,857411.19,0.4,6,5.4,66.9,99.9,63.9,0,2,12
706.21,733,3,106,71,52,0,0,2,4,0,1,14,1,87.5,0,68.1,85.7,71.1,25.7,24449.15,21393.01,368668.86,0.74,20,5.8,79.9,85.0,0.0,0,11,1
421.1,1467,3,102,46,22,0,7,3,3,1,0,0,1,78.8,12,69.3,75.8,73.6,24.3,17583.34,13855.67,132838.11,0.42,18,5.9,64.9,92.6,0.0,0,3,5
388.02,1019,2,88,39,37,0,1,2,5,1,0,0,1,55.7,2,42.0,58.4,57.3,31.9,18859.75,10504.88,207250.63,0.41,3,6.0,82.2,63.5,0.0,0,11,12
1409.55,796,3,1035,646,129,0,9,5,7,1,0,0,1,67.1,31,13.5,48.1,11.2,18.1,68929.12,46251.44,862482.5,0.46,3,3.7,32.9,41.6,0.0,1,2,12
1822.79,4869,2,95,15,54,0,7,0,4,1,0,0,2,68.2,29,77.1,62.1,93.2,25.8,87987.22,60007.28,1246487.9,0.42,6,6.0,73.6,92.7,0.0,1,10,12
